Timestamp,"Do you prefer to study in the morning, afternoon, or evening?","How often do you exercise or engage in physical activity each week? (hours in number)
Its ok to say 0 like me",Do you play video games?,Do you watch movies or TV shows regularly?,"If you watch movies or TV shows, what genre(s) do you prefer?",How many hours of sleep do you usually get each night? (hours in number),How often do you use social media each day? (hours in number),extracurricular_hours,How often do you attend classes?,Do you usually study alone or with others?,How often do you seek help from professors or teaching assistants?,"Do you use any study aids, such as flashcards or study guides?",How often do you attend office hours or tutoring sessions?,Do you have a part-time job or internship?,How do you usually commute to campus?,How often do you meet with academic advisors?,"On average, how many hours do you study each day? (hours in number)",naps,What is your current CGPA?
4/25/2023 23:40:53,Morning,5,Yes,Yes,"Comedy, Drama, Science Fiction",4,5,3,Mostly,Alone,Sometimes,No,Sometimes,Yes,Public Transport,Never,1,No,2.2
4/25/2023 23:41:00,Afternoon,0,Yes,Yes,"Comedy, Drama, Horror",3,1,0,Sometimes,Alone,Never,No,Never,No,Walk,Never,1,Yes,2.42
4/25/2023 23:42:41,Evening,0,Yes,Yes,"Action, Drama, Science Fiction",7,10,5,Always,Alone,Sometimes,No,Sometimes,No,Drive,Never,1.5,No,3.35
4/25/2023 23:43:08,Evening,2,Yes,Yes,"Action, Comedy, Drama, Horror",5,2,0,Sometimes,Alone,Sometimes,No,Sometimes,No,Walk,Never,2,Yes,2.7
4/25/2023 23:46:27,Evening,10,Yes,No,Science Fiction,8,4,5,Sometimes,Alone,Often,No,Sometimes,No,Bike,Often,6,Yes,3.7
4/25/2023 23:47:19,Afternoon,0,Yes,Yes,"Action, Comedy, Drama, Horror",4,5,1,Sometimes,Alone,Sometimes,No,Never,No,Walk,Never,1,Yes,2.23
4/25/2023 23:48:29,Evening,2,Yes,Yes,"Action, Comedy, Drama, Horror",5,5,0,Sometimes,With Friends,Never,Yes,Never,No,Public Transport,Never,2,Yes,2.55
4/25/2023 23:49:40,Afternoon,0,No,Yes,"Comedy, Drama",5,5,5,Mostly,With Friends,Often,No,Sometimes,No,Walk,Sometimes,2.5,Yes,2.6
4/25/2023 23:50:37,Morning,5,No,Yes,"Action, Drama, Science Fiction",8,4,4,Always,Alone,Often,Yes,Sometimes,No,Public Transport,Sometimes,5,Yes,3.8
4/25/2023 23:51:01,Evening,1,Yes,Yes,"Action, Comedy, Horror",9,5,0,Sometimes,Alone,Sometimes,No,Never,No,Walk,Never,2,Yes,2.47
4/25/2023 23:53:49,Morning,8,Yes,Yes,Action,8,4,2,Always,Alone,Always,No,Sometimes,No,Drive,Sometimes,6,No,3.95
4/25/2023 23:54:17,Morning,6,No,Yes,Science Fiction,7,2,5,Always,Alone,Sometimes,No,Often,No,Shuttle,Sometimes,6,Yes,3.4
4/25/2023 23:54:17,Evening,2,Yes,Yes,"Comedy, Drama, Horror",4,2,0,Sometimes,Alone,Sometimes,No,Never,No,Walk,Never,1,Yes,2.65
4/25/2023 23:56:29,Morning,10,No,Yes,"Action, Drama, Science Fiction",8,5,3,Always,Alone,Sometimes,Yes,Sometimes,Yes,Shuttle,Sometimes,6,No,3.72
4/25/2023 23:57:37,Morning,2,Yes,Yes,"Comedy, Drama, Horror",8,2,0,Mostly,Alone,Sometimes,No,Sometimes,No,Public Transport,Sometimes,3,No,3.1
4/25/2023 23:58:38,Afternoon,0,Yes,Yes,"Action, Drama, Science Fiction",4,6,2,Mostly,Alone,Never,No,Never,Yes,Bike,Sometimes,2,No,2.2
4/25/2023 23:59:04,Evening,2,Yes,Yes,"Action, Comedy, Drama, Horror, Science Fiction",8,5,2,Always,Alone,Sometimes,No,Often,No,Shuttle,Sometimes,5,No,3.68
4/25/2023 23:59:58,Morning,5,Yes,Yes,"Action, Drama, Science Fiction",7,5,5,Always,Alone,Sometimes,No,Sometimes,No,Shuttle,Often,4,No,3.55
4/26/2023 0:02:06,Morning,7,No,Yes,Science Fiction,8,1,5,Always,With Friends,Often,Yes,Sometimes,No,Walk,Sometimes,5,Yes,3.7
4/26/2023 0:03:14,Morning,8,No,Yes,"Action, Comedy, Drama, Horror, Science Fiction",8,5,5,Always,Alone,Often,Yes,Sometimes,No,Bike,Sometimes,4,No,3.5
4/26/2023 0:03:39,Afternoon,0,Yes,Yes,"Action, Comedy, Drama",3,2,0,Mostly,Alone,Sometimes,No,Sometimes,No,Bike,Sometimes,3,Yes,3.22
4/26/2023 0:05:33,Afternoon,0,Yes,Yes,"Comedy, Drama",5,2,2,Mostly,Alone,Sometimes,No,Sometimes,No,Shuttle,Sometimes,3,Yes,3.42
4/26/2023 0:06:17,Morning,8,No,Yes,"Action, Drama, Horror, Science Fiction",8,5,5,Always,Alone,Sometimes,No,Sometimes,Yes,Shuttle,Sometimes,3.5,No,3.57
4/26/2023 0:07:15,Morning,12,No,Yes,"Action, Drama, Science Fiction",8,3,5,Always,Alone,Sometimes,Yes,Sometimes,No,Public Transport,Sometimes,5,No,4
4/26/2023 0:07:19,Evening,0,Yes,Yes,"Action, Comedy, Horror",6,2,0,Mostly,Alone,Never,No,Never,No,Public Transport,Never,3,Yes,3.67
4/26/2023 0:08:19,Evening,12,Yes,Yes,"Action, Drama, Science Fiction",6,8,5,Mostly,Alone,Sometimes,No,Sometimes,No,Shuttle,Never,2.5,No,3.5
4/26/2023 0:09:38,Evening,2,Yes,Yes,"Comedy, Drama, Horror",7,4,0,Mostly,Alone,Sometimes,No,Never,No,Walk,Never,3,Yes,3.52
4/26/2023 0:10:52,Evening,0,Yes,Yes,"Action, Drama, Science Fiction",5,5,4,Sometimes,Alone,Never,No,Sometimes,No,Walk,Often,5,No,3.6
4/26/2023 0:12:45,Evening,3,Yes,Yes,"Comedy, Drama, Horror",6,2,0,Sometimes,Alone,Sometimes,No,Sometimes,No,Bike,Never,2.5,Yes,3.47
4/26/2023 0:13:35,Morning,15,No,Yes,"Action, Horror",8,5,5,Always,Alone,Sometimes,No,Sometimes,No,Shuttle,Sometimes,3,No,3.58
4/26/2023 0:14:58,Morning,10,No,Yes,"Action, Horror, Science Fiction",8,5,5,Always,Alone,Sometimes,No,Sometimes,No,Bike,Sometimes,4,No,3.78
4/26/2023 0:15:15,Afternoon,6,Yes,Yes,"Drama, Horror",7,3,1,Mostly,Alone,Never,No,Never,No,Public Transport,Never,3,Yes,3.71
4/26/2023 0:15:49,Afternoon,0,Yes,Yes,"Comedy, Drama, Horror",3,6,2,Sometimes,Alone,Never,No,Sometimes,No,Public Transport,Sometimes,1,No,1.9
4/26/2023 0:16:26,Afternoon,8,No,Yes,"Action, Comedy, Drama, Horror",6,2,2,Mostly,Alone,Sometimes,No,Sometimes,No,Bike,Sometimes,1,Yes,3.22
4/26/2023 0:18:15,Evening,6,Yes,Yes,"Comedy, Drama, Science Fiction",7,4,2,Mostly,With Friends,Sometimes,No,Sometimes,Yes,Bike,Sometimes,1.5,No,3.18
4/26/2023 0:18:35,Afternoon,7,No,Yes,"Comedy, Science Fiction",8,5,4,Mostly,With Friends,Sometimes,No,Sometimes,Yes,Walk,Sometimes,4,No,2.6
4/26/2023 0:18:59,Evening,2,Yes,Yes,Horror,7,5,0,Sometimes,Alone,Never,No,Never,No,Walk,Never,2,No,3.48
4/26/2023 0:21:17,Afternoon,4,No,Yes,"Drama, Horror",8,4,4,Mostly,With Tutor,Sometimes,Yes,Sometimes,No,Walk,Sometimes,3,No,2.8
4/26/2023 0:22:20,Afternoon,2,No,Yes,"Action, Comedy, Horror",4,6,0,Sometimes,Alone,Never,No,Never,Yes,Public Transport,Never,2,No,3.1
4/26/2023 0:22:27,Evening,10,Yes,Yes,"Action, Comedy, Drama, Horror, Science Fiction",8,5,5,Mostly,With Tutor,Sometimes,No,Sometimes,No,Shuttle,Sometimes,5,No,3.62
4/26/2023 0:23:18,Evening,0,Yes,Yes,"Comedy, Drama, Horror",6,2,0,Mostly,Alone,Never,No,Never,No,Public Transport,Never,2.5,No,3.06
4/26/2023 0:26:39,Afternoon,0,No,Yes,"Action, Comedy, Drama, Horror",6,2,0,Sometimes,Alone,Never,No,Never,No,Bike,Never,2,No,3.28
4/26/2023 0:27:53,Afternoon,0,No,Yes,"Action, Science Fiction",8,5,6,Sometimes,With Tutor,Sometimes,No,Sometimes,No,Public Transport,Sometimes,3,No,2.8
4/26/2023 0:28:30,Afternoon,5,Yes,Yes,"Comedy, Drama, Horror, Science Fiction",6,2,0,Mostly,Alone,Never,No,Never,No,Public Transport,Sometimes,1.5,No,2.97
4/26/2023 0:29:19,Evening,4,No,Yes,"Drama, Horror",5,4,0,Sometimes,Alone,Often,No,Sometimes,No,Public Transport,Never,2.5,No,3.58
4/26/2023 0:29:43,Morning,7,No,No,Science Fiction,7,2,12,Always,With Tutor,Often,Yes,Often,No,Walk,Sometimes,7,Yes,4
4/26/2023 0:29:49,Morning,8,No,Yes,"Action, Comedy, Horror, Science Fiction",8,4,3,Always,Alone,Sometimes,Yes,Often,No,Public Transport,Sometimes,5,No,3.8
4/26/2023 0:30:03,Evening,5,Yes,Yes,"Drama, Horror",8,4,0,Sometimes,Alone,Sometimes,No,Often,No,Walk,Never,1,No,3.14
